symbol,date,hour,openbid,highbid,lowbid,closebid,openask,highask,lowask,closeask,totalticks
EUR/CAD,2017-07-14,10,1.45452,1.45516,1.45304,1.45341,1.4546,1.45528,1.4531,1.45348,13025
EUR/CAD,2017-07-14,11,1.45341,1.45404,1.45258,1.4531,1.45348,1.4541,1.45263,1.4531,15468
EUR/CAD,2017-07-14,12,1.4531,1.45894,1.45146,1.45704,1.4531,1.45914,1.45159,1.45714,34261
EUR/CAD,2017-07-14,13,1.45704,1.45836,1.45199,1.45417,1.45714,1.45844,1.4521,1.45431,31961
EUR/CAD,2017-07-14,14,1.45417,1.45504,1.44863,1.44999,1.45431,1.45512,1.44873,1.45005,31430
EUR/CAD,2017-07-14,15,1.44999,1.45118,1.44929,1.44933,1.45005,1.45127,1.44936,1.44939,19726
EUR/CAD,2017-07-14,16,1.44933,1.45057,1.44852,1.44982,1.44939,1.45068,1.44862,1.44989,12133
EUR/CAD,2017-07-14,17,1.44982,1.45073,1.4489,1.45048,1.44989,1.45081,1.44901,1.45055,11920
EUR/CAD,2017-07-14,18,1.45048,1.45104,1.44966,1.45053,1.45055,1.45112,1.44975,1.4506,10647
EUR/CAD,2017-07-14,19,1.45053,1.45132,1.45012,1.45094,1.4506,1.45139,1.45021,1.45102,8225
EUR/CAD,2017-07-14,20,1.45094,1.451,1.45021,1.45027,1.45102,1.45141,1.45033,1.45115,3710
EUR/CAD,2017-07-16,19,1.45027,1.45066,1.44953,1.45028,1.45115,1.45223,1.45115,1.4521,37
EUR/CAD,2017-07-16,20,1.45028,1.4508,1.45021,1.45049,1.4521,1.45232,1.4518,1.45193,81
EUR/CAD,2017-07-16,21,1.45049,1.45142,1.44964,1.45015,1.45193,1.45248,1.45057,1.45099,1445
EUR/CAD,2017-07-16,22,1.45015,1.45105,1.44999,1.45026,1.45099,1.45137,1.4503,1.45057,3976
EUR/CAD,2017-07-16,23,1.45026,1.4507,1.45013,1.45046,1.45057,1.4509,1.45028,1.45067,3524
EUR/CAD,2017-07-17,0,1.45046,1.45057,1.44938,1.44959,1.45067,1.45081,1.44953,1.44974,3863
EUR/CAD,2017-07-17,1,1.44959,1.45081,1.4495,1.45056,1.44974,1.451,1.44966,1.4508,5934
EUR/CAD,2017-07-17,2,1.45056,1.45102,1.45,1.45068,1.4508,1.45117,1.45021,1.45088,7365
EUR/CAD,2017-07-17,3,1.45068,1.45096,1.45038,1.45069,1.45088,1.45118,1.45058,1.4509,3522
EUR/CAD,2017-07-17,4,1.45069,1.451,1.45032,1.45079,1.4509,1.45117,1.45046,1.45098,2839
EUR/CAD,2017-07-17,5,1.45079,1.45129,1.45047,1.45098,1.45098,1.45146,1.45067,1.4512,2074
EUR/CAD,2017-07-17,6,1.45098,1.45149,1.45005,1.45024,1.4512,1.45158,1.45014,1.45033,13865
EUR/CAD,2017-07-17,7,1.45024,1.45044,1.4484,1.44887,1.45033,1.45051,1.4485,1.44899,17002
EUR/CAD,2017-07-17,8,1.44887,1.45088,1.44869,1.45028,1.44899,1.45099,1.44879,1.45045,13949
EUR/CAD,2017-07-17,9,1.45028,1.45132,1.44976,1.45017,1.45045,1.45144,1.44985,1.45026,11732
EUR/CAD,2017-07-17,10,1.45017,1.45126,1.44952,1.45001,1.45026,1.45137,1.44961,1.4501,11933
EUR/CAD,2017-07-17,11,1.45001,1.45208,1.44968,1.45148,1.4501,1.45217,1.44974,1.45154,13854
EUR/CAD,2017-07-17,12,1.45148,1.452,1.44993,1.45101,1.45154,1.45208,1.45,1.45113,19970
EUR/CAD,2017-07-17,13,1.45101,1.45166,1.44883,1.44888,1.45113,1.45178,1.44889,1.44901,19731
EUR/CAD,2017-07-17,14,1.44888,1.45116,1.44874,1.45066,1.44901,1.45124,1.44884,1.45076,23147
EUR/CAD,2017-07-17,15,1.45066,1.45476,1.44994,1.45335,1.45076,1.45489,1.45001,1.45344,18924
EUR/CAD,2017-07-17,16,1.45335,1.45488,1.45301,1.45451,1.45344,1.45495,1.45312,1.45457,11741
EUR/CAD,2017-07-17,17,1.45451,1.45724,1.4544,1.45631,1.45457,1.45731,1.45447,1.45626,11204
EUR/CAD,2017-07-17,18,1.45631,1.45699,1.45562,1.45698,1.45626,1.45708,1.45571,1.45703,9671
EUR/CAD,2017-07-17,19,1.45698,1.45748,1.45592,1.45663,1.45703,1.45761,1.45601,1.45673,8619
EUR/CAD,2017-07-17,20,1.45663,1.45764,1.45656,1.45757,1.45673,1.4578,1.45666,1.45769,5712
EUR/CAD,2017-07-17,21,1.45757,1.45779,1.45628,1.45743,1.45769,1.45824,1.45667,1.45778,4403
EUR/CAD,2017-07-17,22,1.45743,1.45765,1.45665,1.4572,1.45778,1.45792,1.45693,1.45748,9664
EUR/CAD,2017-07-17,23,1.4572,1.45743,1.45658,1.45659,1.45748,1.45765,1.45675,1.45677,3050
EUR/CAD,2017-07-18,0,1.45659,1.45666,1.45576,1.45615,1.45677,1.45686,1.45597,1.45631,6049
EUR/CAD,2017-07-18,1,1.45615,1.46137,1.45608,1.46008,1.45631,1.46149,1.45627,1.46028,20271
EUR/CAD,2017-07-18,2,1.46008,1.46074,1.45812,1.45848,1.46028,1.46085,1.45825,1.45865,13307
EUR/CAD,2017-07-18,3,1.45848,1.45927,1.45796,1.45817,1.45865,1.45939,1.45806,1.45838,8240
EUR/CAD,2017-07-18,4,1.45817,1.45851,1.45747,1.45794,1.45838,1.4586,1.45766,1.45816,7715
EUR/CAD,2017-07-18,5,1.45794,1.45841,1.4572,1.45736,1.45816,1.45858,1.45738,1.45749,8192
EUR/CAD,2017-07-18,6,1.45736,1.45806,1.45524,1.4568,1.45749,1.45819,1.45533,1.45689,20846
EUR/CAD,2017-07-18,7,1.4568,1.45967,1.45571,1.4594,1.45689,1.45974,1.45582,1.45949,21877
EUR/CAD,2017-07-18,8,1.4594,1.45972,1.45548,1.45592,1.45949,1.4598,1.45557,1.45611,21110
EUR/CAD,2017-07-18,9,1.45592,1.45796,1.45499,1.45727,1.45611,1.4581,1.45508,1.4574,21540
EUR/CAD,2017-07-18,10,1.45727,1.45889,1.4568,1.45723,1.4574,1.45895,1.4569,1.45736,18693
EUR/CAD,2017-07-18,11,1.45723,1.45742,1.45447,1.45482,1.45736,1.45751,1.45457,1.45489,22299
EUR/CAD,2017-07-18,12,1.45482,1.45809,1.45377,1.45748,1.45489,1.45814,1.45385,1.45754,26636
EUR/CAD,2017-07-18,13,1.45748,1.46119,1.457,1.46083,1.45754,1.46122,1.45709,1.46103,22843
EUR/CAD,2017-07-18,14,1.46083,1.46433,1.46072,1.46229,1.46103,1.46443,1.4608,1.46239,25419
EUR/CAD,2017-07-18,15,1.46229,1.46721,1.46083,1.46652,1.46239,1.46733,1.46089,1.4665,23486
EUR/CAD,2017-07-18,16,1.46652,1.46665,1.46279,1.46307,1.4665,1.46672,1.46287,1.46318,16778
EUR/CAD,2017-07-18,17,1.46307,1.46332,1.46074,1.46075,1.46318,1.46344,1.46087,1.46087,14067
EUR/CAD,2017-07-18,18,1.46075,1.46138,1.45855,1.4589,1.46087,1.46151,1.45867,1.459,10640
EUR/CAD,2017-07-18,19,1.4589,1.45941,1.45734,1.4586,1.459,1.45952,1.45747,1.45872,6044
EUR/CAD,2017-07-18,20,1.4586,1.45905,1.45802,1.4589,1.45872,1.45926,1.45816,1.45909,6514
EUR/CAD,2017-07-18,21,1.4589,1.45907,1.45823,1.45881,1.45909,1.45959,1.45868,1.45909,3054
EUR/CAD,2017-07-18,22,1.45881,1.45927,1.45838,1.459,1.45909,1.45958,1.45866,1.45927,4621
EUR/CAD,2017-07-18,23,1.459,1.45921,1.45874,1.45874,1.45927,1.45937,1.45889,1.45894,3419
EUR/CAD,2017-07-19,0,1.45874,1.45915,1.45742,1.45785,1.45894,1.45933,1.45762,1.45804,5235
EUR/CAD,2017-07-19,1,1.45785,1.45877,1.45785,1.45825,1.45804,1.45892,1.45804,1.4584,6483
EUR/CAD,2017-07-19,2,1.45825,1.45866,1.45797,1.45817,1.4584,1.45875,1.45805,1.4583,4549
EUR/CAD,2017-07-19,3,1.45817,1.4583,1.45784,1.45789,1.4583,1.45843,1.45793,1.45796,4203
EUR/CAD,2017-07-19,4,1.45789,1.45804,1.45775,1.45785,1.45796,1.4582,1.45783,1.45793,2909
EUR/CAD,2017-07-19,5,1.45785,1.45785,1.45698,1.4575,1.45793,1.45796,1.45712,1.45765,6867
EUR/CAD,2017-07-19,6,1.4575,1.45851,1.45711,1.45736,1.45765,1.45859,1.4572,1.45744,17145
EUR/CAD,2017-07-19,7,1.45736,1.45792,1.45602,1.45636,1.45744,1.45798,1.45611,1.45649,19949
EUR/CAD,2017-07-19,8,1.45636,1.45727,1.45571,1.45606,1.45649,1.45733,1.45583,1.45613,18280
EUR/CAD,2017-07-19,9,1.45606,1.45793,1.45555,1.45706,1.45613,1.45802,1.45559,1.45715,15250
EUR/CAD,2017-07-19,10,1.45706,1.45743,1.45502,1.4553,1.45715,1.45749,1.4551,1.45533,13132
EUR/CAD,2017-07-19,11,1.4553,1.45561,1.45424,1.45497,1.45533,1.45571,1.45433,1.45507,13037
EUR/CAD,2017-07-19,12,1.45497,1.45528,1.45229,1.45288,1.45507,1.45536,1.45256,1.45293,20611
EUR/CAD,2017-07-19,13,1.45288,1.45311,1.45025,1.45039,1.45293,1.45323,1.4503,1.45046,19065
EUR/CAD,2017-07-19,14,1.45039,1.45205,1.44841,1.45089,1.45046,1.45211,1.4485,1.45101,28984
EUR/CAD,2017-07-19,15,1.45089,1.45189,1.44942,1.44972,1.45101,1.45198,1.4495,1.44977,18921
EUR/CAD,2017-07-19,16,1.44972,1.4515,1.44946,1.4513,1.44977,1.45161,1.44947,1.45141,7241
EUR/CAD,2017-07-19,17,1.4513,1.4515,1.45029,1.45046,1.45141,1.45163,1.45036,1.45054,6632
EUR/CAD,2017-07-19,18,1.45046,1.45072,1.44977,1.45036,1.45054,1.45081,1.44989,1.45043,8898
EUR/CAD,2017-07-19,19,1.45036,1.45163,1.4501,1.45052,1.45043,1.45171,1.45018,1.45065,9285
EUR/CAD,2017-07-19,20,1.45052,1.45131,1.44969,1.45131,1.45065,1.45152,1.44998,1.45145,3781
EUR/CAD,2017-07-19,21,1.45131,1.45186,1.45097,1.45135,1.45145,1.4531,1.45139,1.45197,4795
EUR/CAD,2017-07-19,22,1.45135,1.45289,1.4511,1.45279,1.45197,1.45316,1.45163,1.45309,3870
EUR/CAD,2017-07-19,23,1.45279,1.45345,1.45238,1.45262,1.45309,1.45365,1.45261,1.45284,2528
EUR/CAD,2017-07-20,0,1.45262,1.45284,1.45155,1.45167,1.45284,1.45303,1.45174,1.45185,4189
EUR/CAD,2017-07-20,1,1.45167,1.45209,1.45064,1.45186,1.45185,1.45225,1.45086,1.45202,7447
EUR/CAD,2017-07-20,2,1.45186,1.45363,1.45144,1.45363,1.45202,1.45349,1.45162,1.45349,8381
EUR/CAD,2017-07-20,3,1.45363,1.45394,1.45148,1.45193,1.45349,1.45403,1.45178,1.45202,11555
EUR/CAD,2017-07-20,4,1.45193,1.45289,1.45176,1.45282,1.45202,1.453,1.45187,1.4529,7648
EUR/CAD,2017-07-20,5,1.45282,1.4529,1.45167,1.45277,1.4529,1.45298,1.45177,1.45287,7390
EUR/CAD,2017-07-20,6,1.45277,1.45381,1.452,1.45357,1.45287,1.45391,1.4522,1.45364,16160
EUR/CAD,2017-07-20,7,1.45357,1.45392,1.45175,1.45185,1.45364,1.454,1.45186,1.45192,22522
EUR/CAD,2017-07-20,8,1.45185,1.453,1.45099,1.45251,1.45192,1.45308,1.4511,1.45263,18846
EUR/CAD,2017-07-20,9,1.45251,1.45407,1.45106,1.45368,1.45263,1.45421,1.45116,1.45373,18323
EUR/CAD,2017-07-20,10,1.45368,1.45411,1.45217,1.4526,1.45373,1.45418,1.45226,1.45269,13962
EUR/CAD,2017-07-20,11,1.4526,1.45285,1.44838,1.44886,1.45269,1.45297,1.44849,1.44899,22992
EUR/CAD,2017-07-20,12,1.44886,1.45903,1.44784,1.45836,1.44899,1.45919,1.44792,1.45849,47097
EUR/CAD,2017-07-20,13,1.45836,1.45936,1.45564,1.4563,1.45849,1.45955,1.45571,1.45642,33791
EUR/CAD,2017-07-20,14,1.4563,1.46273,1.45618,1.46006,1.45642,1.463,1.45621,1.46017,40825
EUR/CAD,2017-07-20,15,1.46006,1.46765,1.45907,1.46371,1.46017,1.46779,1.45922,1.46369,27021
EUR/CAD,2017-07-20,16,1.46371,1.4654,1.46235,1.46369,1.46369,1.46551,1.46239,1.46376,14693
EUR/CAD,2017-07-20,17,1.46369,1.46425,1.461,1.46154,1.46376,1.46436,1.46109,1.46163,18188
EUR/CAD,2017-07-20,18,1.46154,1.46296,1.46061,1.46284,1.46163,1.46306,1.46069,1.46289,13583
EUR/CAD,2017-07-20,19,1.46284,1.46378,1.46211,1.4636,1.46289,1.46388,1.46221,1.4637,11994
EUR/CAD,2017-07-20,20,1.4636,1.46494,1.46335,1.46406,1.4637,1.46517,1.46349,1.46452,8127
EUR/CAD,2017-07-20,21,1.46406,1.46475,1.46265,1.46434,1.46452,1.46518,1.46389,1.46467,4018
EUR/CAD,2017-07-20,22,1.46434,1.46474,1.46385,1.46445,1.46467,1.46518,1.46406,1.46471,3777
EUR/CAD,2017-07-20,23,1.46445,1.46543,1.46433,1.4648,1.46471,1.46559,1.46453,1.46499,3091
EUR/CAD,2017-07-21,0,1.4648,1.46484,1.46279,1.46394,1.46499,1.46502,1.46298,1.46414,6046
EUR/CAD,2017-07-21,1,1.46394,1.46455,1.46324,1.46439,1.46414,1.46465,1.46336,1.46452,9248
EUR/CAD,2017-07-21,2,1.46439,1.46527,1.464,1.46475,1.46452,1.46539,1.4641,1.46487,13773
EUR/CAD,2017-07-21,3,1.46475,1.46532,1.46411,1.46461,1.46487,1.46546,1.46431,1.46477,6689
EUR/CAD,2017-07-21,4,1.46461,1.4656,1.46418,1.46468,1.46477,1.46576,1.46438,1.46481,6080
EUR/CAD,2017-07-21,5,1.46468,1.46546,1.46409,1.46546,1.46481,1.46555,1.46421,1.46555,7755
EUR/CAD,2017-07-21,6,1.46546,1.46829,1.46441,1.46693,1.46555,1.46842,1.4645,1.46706,20356
EUR/CAD,2017-07-21,7,1.46693,1.46823,1.46379,1.4642,1.46706,1.46835,1.46385,1.46428,21960
EUR/CAD,2017-07-21,8,1.4642,1.46581,1.4639,1.46569,1.46428,1.46593,1.46399,1.46581,16489
EUR/CAD,2017-07-21,9,1.46569,1.46582,1.46341,1.46436,1.46581,1.4659,1.46354,1.46446,16248
EUR/CAD,2017-07-21,10,1.46436,1.46621,1.46312,1.46592,1.46446,1.46635,1.46315,1.466,16847
EUR/CAD,2017-07-21,11,1.46592,1.46765,1.46545,1.46643,1.466,1.46773,1.46552,1.46645,19498
EUR/CAD,2017-07-21,12,1.46643,1.46745,1.46002,1.4618,1.46645,1.46753,1.46013,1.46189,22782
EUR/CAD,2017-07-21,13,1.4618,1.46459,1.46044,1.46384,1.46189,1.46471,1.46049,1.46395,20273
EUR/CAD,2017-07-21,14,1.46384,1.46563,1.45998,1.46019,1.46395,1.46574,1.45992,1.46019,25692
EUR/CAD,2017-07-21,15,1.46019,1.46239,1.45951,1.46206,1.46019,1.46248,1.45959,1.46218,16934
EUR/CAD,2017-07-21,16,1.46206,1.46478,1.46166,1.46376,1.46218,1.46484,1.46172,1.46382,14237
EUR/CAD,2017-07-21,17,1.46376,1.46553,1.46359,1.46454,1.46382,1.4656,1.46367,1.46456,11965
EUR/CAD,2017-07-21,18,1.46454,1.46507,1.46324,1.46379,1.46456,1.46517,1.46334,1.46387,10681
EUR/CAD,2017-07-21,19,1.46379,1.46423,1.46218,1.46305,1.46387,1.46435,1.46227,1.46315,9084
EUR/CAD,2017-07-21,20,1.46305,1.46325,1.46191,1.46247,1.46315,1.46352,1.4622,1.46314,4608
EUR/CAD,2017-07-23,19,1.46247,1.46247,1.46146,1.46149,1.46314,1.46377,1.46314,1.46334,15
EUR/CAD,2017-07-23,20,1.46149,1.46268,1.46146,1.46199,1.46334,1.46398,1.46317,1.46318,65
EUR/CAD,2017-07-23,21,1.46199,1.46333,1.46173,1.46258,1.46318,1.46431,1.46318,1.4636,1244
EUR/CAD,2017-07-23,22,1.46258,1.46412,1.46251,1.46367,1.4636,1.46436,1.46297,1.46397,3011
EUR/CAD,2017-07-23,23,1.46367,1.46432,1.46358,1.46397,1.46397,1.46453,1.46378,1.46416,3792
EUR/CAD,2017-07-24,0,1.46397,1.46468,1.46345,1.46414,1.46416,1.46484,1.46366,1.46434,7327
EUR/CAD,2017-07-24,1,1.46414,1.46439,1.4634,1.46409,1.46434,1.46456,1.46358,1.46414,7614
EUR/CAD,2017-07-24,2,1.46409,1.46449,1.4635,1.46353,1.46414,1.46459,1.46369,1.4637,5463
EUR/CAD,2017-07-24,3,1.46353,1.46429,1.46351,1.4639,1.4637,1.46439,1.4637,1.46408,6109
EUR/CAD,2017-07-24,4,1.4639,1.46398,1.46311,1.46326,1.46408,1.46409,1.46328,1.46348,5776
EUR/CAD,2017-07-24,5,1.46326,1.4634,1.4625,1.46266,1.46348,1.46362,1.46264,1.46277,5332
EUR/CAD,2017-07-24,6,1.46266,1.46275,1.45943,1.45984,1.46277,1.46286,1.45946,1.46,18354
EUR/CAD,2017-07-24,7,1.45984,1.46076,1.45774,1.45897,1.46,1.46083,1.45786,1.45911,23011
EUR/CAD,2017-07-24,8,1.45897,1.46072,1.45879,1.46043,1.45911,1.46077,1.45886,1.46054,19538
EUR/CAD,2017-07-24,9,1.46043,1.46138,1.45879,1.46104,1.46054,1.46145,1.45888,1.46112,20147
EUR/CAD,2017-07-24,10,1.46104,1.46324,1.45914,1.45986,1.46112,1.46334,1.45925,1.45996,19190
EUR/CAD,2017-07-24,11,1.45986,1.46129,1.4586,1.45918,1.45996,1.46139,1.45869,1.45928,16317
EUR/CAD,2017-07-24,12,1.45918,1.45942,1.45751,1.45836,1.45928,1.45954,1.45762,1.45843,16885
EUR/CAD,2017-07-24,13,1.45836,1.45848,1.45535,1.45582,1.45843,1.45855,1.45558,1.45608,17999
EUR/CAD,2017-07-24,14,1.45582,1.45645,1.45307,1.45626,1.45608,1.45656,1.45323,1.45633,24091
EUR/CAD,2017-07-24,15,1.45626,1.45795,1.4558,1.45757,1.45633,1.45805,1.4559,1.4577,16800
EUR/CAD,2017-07-24,16,1.45757,1.45767,1.45524,1.45667,1.4577,1.45778,1.4554,1.45674,11353
EUR/CAD,2017-07-24,17,1.45667,1.45711,1.45571,1.45602,1.45674,1.45724,1.4558,1.45605,11426
EUR/CAD,2017-07-24,18,1.45602,1.4565,1.45487,1.45531,1.45605,1.45658,1.45499,1.45543,10121
EUR/CAD,2017-07-24,19,1.45531,1.45599,1.45526,1.4557,1.45543,1.45613,1.45536,1.45578,7047
EUR/CAD,2017-07-24,20,1.4557,1.457,1.45555,1.45595,1.45578,1.45717,1.45561,1.45625,8325
EUR/CAD,2017-07-24,21,1.45595,1.45679,1.45528,1.45547,1.45625,1.45759,1.45592,1.45608,6093
EUR/CAD,2017-07-24,22,1.45547,1.45609,1.45543,1.45585,1.45608,1.4564,1.45585,1.45617,3514
EUR/CAD,2017-07-24,23,1.45585,1.45643,1.45535,1.45543,1.45617,1.45663,1.45554,1.45564,2238
EUR/CAD,2017-07-25,0,1.45543,1.45698,1.45461,1.45628,1.45564,1.45719,1.45481,1.45649,4474
EUR/CAD,2017-07-25,1,1.45628,1.45637,1.45541,1.45598,1.45649,1.45661,1.45562,1.45613,4976
EUR/CAD,2017-07-25,2,1.45598,1.45738,1.45582,1.45723,1.45613,1.45756,1.45602,1.45736,6922
EUR/CAD,2017-07-25,3,1.45723,1.45738,1.45624,1.45638,1.45736,1.45758,1.45635,1.45654,4823
EUR/CAD,2017-07-25,4,1.45638,1.45751,1.45624,1.45748,1.45654,1.4577,1.45642,1.45768,4454
EUR/CAD,2017-07-25,5,1.45748,1.45752,1.45592,1.45689,1.45768,1.45772,1.45608,1.45711,3115
EUR/CAD,2017-07-25,6,1.45689,1.45798,1.45613,1.45779,1.45711,1.45803,1.45632,1.45789,15381
EUR/CAD,2017-07-25,7,1.45779,1.45897,1.45658,1.4577,1.45789,1.459,1.45667,1.45786,20628
EUR/CAD,2017-07-25,8,1.4577,1.46016,1.45764,1.45822,1.45786,1.46028,1.4578,1.45828,22145
EUR/CAD,2017-07-25,9,1.45822,1.45929,1.45801,1.45906,1.45828,1.45938,1.45808,1.45914,15195
EUR/CAD,2017-07-25,10,1.45906,1.45906,1.45783,1.45836,1.45914,1.45914,1.45792,1.45845,15799
EUR/CAD,2017-07-25,11,1.45836,1.45922,1.45737,1.45865,1.45845,1.45928,1.45744,1.45871,20178
EUR/CAD,2017-07-25,12,1.45865,1.46179,1.45851,1.46177,1.45871,1.4619,1.45858,1.46188,23739
EUR/CAD,2017-07-25,13,1.46177,1.46262,1.45981,1.46107,1.46188,1.46286,1.45995,1.46132,26913
EUR/CAD,2017-07-25,14,1.46107,1.46365,1.46042,1.4611,1.46132,1.46378,1.46053,1.46118,25827
EUR/CAD,2017-07-25,15,1.4611,1.46133,1.45759,1.45826,1.46118,1.46145,1.45772,1.45839,18334
EUR/CAD,2017-07-25,16,1.45826,1.45848,1.45658,1.45715,1.45839,1.45854,1.45663,1.45719,12673
EUR/CAD,2017-07-25,17,1.45715,1.4586,1.45701,1.45825,1.45719,1.45868,1.45704,1.45831,7982
EUR/CAD,2017-07-25,18,1.45825,1.45877,1.45715,1.45741,1.45831,1.45886,1.4573,1.45747,11126
EUR/CAD,2017-07-25,19,1.45741,1.45767,1.45597,1.45635,1.45747,1.45774,1.45607,1.45646,12239
EUR/CAD,2017-07-25,20,1.45635,1.45725,1.45584,1.45636,1.45646,1.45731,1.45611,1.45683,9179
EUR/CAD,2017-07-25,21,1.45636,1.45725,1.45625,1.45707,1.45683,1.45797,1.45683,1.45748,4054
EUR/CAD,2017-07-25,22,1.45707,1.45731,1.45631,1.45683,1.45748,1.45756,1.45667,1.45717,3107
EUR/CAD,2017-07-25,23,1.45683,1.45711,1.45619,1.4564,1.45717,1.45731,1.45633,1.45661,3965
EUR/CAD,2017-07-26,0,1.4564,1.45665,1.45585,1.45659,1.45661,1.45685,1.45601,1.45678,7339
EUR/CAD,2017-07-26,1,1.45659,1.45718,1.45587,1.45658,1.45678,1.4574,1.45601,1.45675,11546
EUR/CAD,2017-07-26,2,1.45658,1.45755,1.45638,1.45723,1.45675,1.45766,1.45653,1.45737,8463
EUR/CAD,2017-07-26,3,1.45723,1.45748,1.45624,1.45633,1.45737,1.45763,1.45644,1.45653,12967
EUR/CAD,2017-07-26,4,1.45633,1.45709,1.45578,1.45594,1.45653,1.45721,1.45598,1.45616,3451
EUR/CAD,2017-07-26,5,1.45594,1.45663,1.45583,1.45639,1.45616,1.45672,1.45601,1.45661,6120
EUR/CAD,2017-07-26,6,1.45639,1.45677,1.45456,1.45634,1.45661,1.4569,1.45466,1.45644,15475
EUR/CAD,2017-07-26,7,1.45634,1.45641,1.45446,1.45504,1.45644,1.45647,1.45452,1.45514,19466
EUR/CAD,2017-07-26,8,1.45504,1.45514,1.45325,1.45432,1.45514,1.45524,1.45334,1.4544,20120
EUR/CAD,2017-07-26,9,1.45432,1.45474,1.4532,1.45463,1.4544,1.45486,1.45329,1.45472,13656
EUR/CAD,2017-07-26,10,1.45463,1.45701,1.45438,1.45574,1.45472,1.45714,1.45448,1.45584,16532
EUR/CAD,2017-07-26,11,1.45574,1.45727,1.45526,1.45677,1.45584,1.45737,1.45534,1.45691,18885
EUR/CAD,2017-07-26,12,1.45677,1.45835,1.45654,1.45811,1.45691,1.45843,1.4566,1.45818,19588
EUR/CAD,2017-07-26,13,1.45811,1.45997,1.4561,1.45633,1.45818,1.46011,1.45618,1.4566,22579
EUR/CAD,2017-07-26,14,1.45633,1.45971,1.45466,1.45763,1.4566,1.45986,1.45474,1.45772,25879
EUR/CAD,2017-07-26,15,1.45763,1.45849,1.45435,1.45474,1.45772,1.45856,1.45444,1.45484,19840
EUR/CAD,2017-07-26,16,1.45474,1.45551,1.45368,1.45457,1.45484,1.45557,1.45378,1.4546,13654
EUR/CAD,2017-07-26,17,1.45457,1.45775,1.45451,1.45569,1.4546,1.45793,1.45453,1.45762,16173
EUR/CAD,2017-07-26,18,1.45569,1.46099,1.45536,1.46071,1.45762,1.46115,1.45587,1.46087,41487
EUR/CAD,2017-07-26,19,1.46071,1.46355,1.45678,1.45964,1.46087,1.46377,1.45705,1.45974,27869
EUR/CAD,2017-07-26,20,1.45964,1.46074,1.45899,1.46062,1.45974,1.46107,1.45906,1.46102,9153
EUR/CAD,2017-07-26,21,1.46062,1.46134,1.45965,1.46064,1.46102,1.4622,1.46055,1.46127,5854
EUR/CAD,2017-07-26,22,1.46064,1.46143,1.46014,1.46061,1.46127,1.46179,1.46049,1.46096,3925
EUR/CAD,2017-07-26,23,1.46061,1.46113,1.46022,1.46065,1.46096,1.4613,1.46039,1.4608,4386
EUR/CAD,2017-07-27,0,1.46065,1.46066,1.45964,1.46028,1.4608,1.46084,1.45983,1.46047,7433
EUR/CAD,2017-07-27,1,1.46028,1.4605,1.45906,1.46045,1.46047,1.46063,1.45917,1.46055,10535
EUR/CAD,2017-07-27,2,1.46045,1.46068,1.45991,1.46062,1.46055,1.46083,1.46006,1.46082,8111
EUR/CAD,2017-07-27,3,1.46062,1.46281,1.45935,1.46062,1.46082,1.46309,1.45954,1.46071,10857
EUR/CAD,2017-07-27,4,1.46062,1.46103,1.45886,1.45924,1.46071,1.46114,1.45904,1.45933,8550
EUR/CAD,2017-07-27,5,1.45924,1.46004,1.45884,1.45988,1.45933,1.46017,1.45892,1.46009,13121
EUR/CAD,2017-07-27,6,1.45988,1.46086,1.45905,1.45995,1.46009,1.46097,1.45924,1.46005,19060
EUR/CAD,2017-07-27,7,1.45995,1.46042,1.4578,1.45889,1.46005,1.46048,1.4579,1.45901,23357
EUR/CAD,2017-07-27,8,1.45889,1.46059,1.4581,1.45943,1.45901,1.46067,1.45809,1.45953,18975
EUR/CAD,2017-07-27,9,1.45943,1.45973,1.45742,1.45782,1.45953,1.45979,1.45753,1.45795,15300
EUR/CAD,2017-07-27,10,1.45782,1.45911,1.45568,1.4557,1.45795,1.4592,1.45575,1.45577,17522
EUR/CAD,2017-07-27,11,1.4557,1.45883,1.45561,1.45875,1.45577,1.45895,1.45568,1.45886,20393
EUR/CAD,2017-07-27,12,1.45875,1.46121,1.45868,1.46014,1.45886,1.46131,1.4588,1.46023,25086
EUR/CAD,2017-07-27,13,1.46014,1.46192,1.45951,1.46011,1.46023,1.46202,1.45959,1.46013,25747
EUR/CAD,2017-07-27,14,1.46011,1.46081,1.45818,1.45936,1.46013,1.4609,1.45819,1.45941,31687
EUR/CAD,2017-07-27,15,1.45936,1.46307,1.45827,1.46042,1.45941,1.46314,1.4584,1.4605,29057
EUR/CAD,2017-07-27,16,1.46042,1.46153,1.45977,1.46046,1.4605,1.46166,1.45983,1.4606,17109
EUR/CAD,2017-07-27,17,1.46046,1.46671,1.46014,1.46504,1.4606,1.46689,1.46023,1.46509,23325
EUR/CAD,2017-07-27,18,1.46504,1.46715,1.4637,1.46702,1.46509,1.46724,1.46384,1.46716,25283
EUR/CAD,2017-07-27,19,1.46702,1.46835,1.46607,1.46622,1.46716,1.46872,1.46615,1.46638,14457
EUR/CAD,2017-07-27,20,1.46622,1.46654,1.46422,1.46523,1.46638,1.46665,1.46532,1.46574,7920
EUR/CAD,2017-07-27,21,1.46523,1.46675,1.46522,1.46626,1.46574,1.4672,1.46574,1.46674,5552
EUR/CAD,2017-07-27,22,1.46626,1.46717,1.46605,1.46626,1.46674,1.4675,1.46636,1.46653,5615
